Soil type,Crop,Latitude,Longitude,pH,P,K,S,OC,EC,Fertilizer Name,predictions_pH,predictions_P,predictions_K,predictions_S,predictions_OC
BlackSoil,Cotton,16.74,80.42,8.07,8.7,227,18.45,0.42,0.33,28-28,7.618581821,17.21731971,153.9096777,41.26154325,0.459899241
BlackSoil,Cotton,16.74,80.39,8.07,31.1,209,586.61,0.65,1.57,20-20,7.704147618,33.09947915,253.4366375,81.71912508,0.740824165
BlackSoil,Cotton,16.76,80.42,8.25,11.2,308,30.99,0.44,0.46,10-26-26,7.77784011,20.40596797,166.2192986,50.05984351,0.508812087
BlackSoil,Vegetables,16.75,80.41,7.78,11.4,304,95.26,0.58,1.8,DAP,7.738833992,24.18189782,176.5063792,60.81007529,0.540636614
BlackSoil,Cotton,16.72,80.4,8.45,11.2,324,29.11,0.47,0.44,14-35-14,7.797577192,21.44930374,175.6715197,54.36275296,0.512124185
BlackSoil,Cotton,16.64,80.32,8.1,7,253,11.01,0.43,0.35,Urea,7.662989595,18.05712575,152.9886161,42.00207165,0.463465245
BlackSoil,Cotton,16.75,80.39,8.28,5.1,173,12.68,0.36,0.23,DAP,7.530054385,14.33220615,145.4670493,30.73370569,0.415714656
BlackSoil,Cotton,16.74,80.39,8,11.9,216,103.74,0.45,1.26,20-20,7.616553678,19.24880146,166.063011,46.08747773,0.498816261
BlackSoil,Cotton,16.73,80.39,8.15,21.8,214,85.87,0.5,1.17,28-28,7.592735294,19.75156915,191.5271153,60.1950723,0.521149224
BlackSoil,Cotton,16.72,80.42,8.17,13.2,455,33.95,0.54,0.42,14-35-14,8.034302507,26.88715378,180.9933676,67.82036167,0.589222658
BlackSoil,Cotton,16.73,80.43,8.2,7.7,211,14.86,0.4,0.25,10-26-26,7.592584558,16.29111523,152.9540629,38.27561154,0.445055304
BlackSoil,Cotton,16.73,80.43,8,15.2,337,23.92,0.42,0.41,Urea,7.842922021,20.74981942,162.5394951,52.33481868,0.538101157
BlackSoil,Vegetables,16.7,80.4,8.17,9.9,223,9.28,0.53,0.22,10-26-26,7.566126977,18.94794797,173.0082101,52.51419553,0.456611147
BlackSoil,Vegetables,16.71,80.42,8.14,10.4,250,28.84,0.43,0.31,DAP,7.665064016,18.35201901,160.4642928,45.13479061,0.479311036
BlackSoil,Vegetables,16.71,80.42,8.15,6.2,211,9.07,0.31,0.2,14-35-14,7.624099985,14.49292435,136.6128023,28.56138617,0.43881242
BlackSoil,Vegetables,16.71,80.41,8.3,15.4,198,12.76,0.39,0.24,10-26-26,7.574031604,15.67098543,166.3171214,44.19985907,0.461666027
BlackSoil,Vegetables,16.75,80.41,8.4,40.9,206,16.52,0.64,0.21,Urea,7.509845469,20.64502986,243.4977187,90.98691871,0.549750208
BlackSoil,Cotton,16.49,80.13,8.42,10.1,243,12.8,0.44,0.2,14-35-14,7.641597096,18.01702646,168.0830705,46.54908011,0.463639374
BlackSoil,Vegetables,16.46,80.14,8.34,9.4,179,15.49,0.46,0.26,28-28,7.507165823,16.4400136,167.6788771,44.25476541,0.43284149
BlackSoil,Vegetables,16.46,80.13,8.35,27.7,241,26.4,0.49,0.6,10-26-26,7.632908502,19.16180418,201.4696779,66.83261173,0.527549934
BlackSoil,Cotton,16.5,80.12,8.42,7.1,232,11.2,0.35,0.2,Urea,7.651853301,15.97358495,150.9914559,35.12119867,0.4477496
BlackSoil,Cotton,16.49,80.12,8.38,3.8,216,10.29,0.33,0.2,DAP,7.625522328,15.07947608,141.9243819,29.34042443,0.429449168
BlackSoil,Vegetables,16.46,80.12,8.38,13.9,216,39.4,0.42,0.62,20-20,7.606806782,17.37028177,171.7801038,46.74130568,0.474006204
BlackSoil,Vegetables,16.48,80.12,8.27,11.1,210,14.01,0.46,0.21,,7.569269707,17.36323784,168.3540359,47.05187618,0.454233078
BlackSoil,Cotton,16.48,80.13,8.86,3.8,191,6.7,0.3,0.29,Urea,7.585981809,13.7400594,150.7470747,27.33707824,0.407056099
BlackSoil,Vegetables,16.48,80.12,8.32,7,128,12.32,0.45,0.21,DAP,7.407086775,14.59562109,161.8080796,38.56811871,0.399356934
BlackSoil,Cotton,16.46,80.14,8.11,22,248,28.97,0.58,0.65,14-35-14,7.610254455,21.06565431,198.3674048,69.11710098,0.517456465
BlackSoil,Vegetables,16.49,80.13,8.22,7.6,272,12.74,0.6,0.23,28-28,7.636850917,21.85179666,180.5071056,59.3372769,0.473077598
BlackSoil,Vegetables,16.49,80.12,8.32,2.3,105,17.69,0.25,0.19,Urea,7.436924407,10.29102433,127.437913,15.04753735,0.374655907
BlackSoil,Vegetables,16.48,80.13,8.3,20.4,324,17.73,0.26,0.3,17-17-17,7.878821231,17.29422565,156.735662,43.21070848,0.541142356
BlackSoil,Vegetables,16.48,80.15,8.32,21.8,246,47.74,0.48,0.66,20-20,7.650829503,19.58548211,191.2381563,60.64108939,0.519029449
BlackSoil,Vegetables,16.48,80.13,8.62,4.7,240,22.03,0.3,0.42,Urea,7.689287373,15.55894602,146.4891446,29.59775263,0.44403811
BlackSoil,Cotton,16.48,80.12,8.28,17,232,22.17,0.49,0.29,28-28,7.607662317,18.78036659,182.4758317,56.29481247,0.48737402
BlackSoil,Vegetables,16.48,80.12,8.32,16.2,232,21.21,0.52,0.31,14-35-14,7.595442367,19.32127271,186.3481223,58.43453555,0.48361046
BlackSoil,Cotton,14.83,78.97,9.13,5.47,242,82.19,0.27,1.21,DAP,7.725982328,16.43191391,161.0355515,29.74543301,0.460868941
BlackSoil,Cotton,14.82,78.97,8.86,12.12,353,15.89,0.46,0.38,17-17-17,7.855021765,21.94496131,186.1987828,57.37697988,0.516579498
BlackSoil,Cotton,14.84,78.97,8.75,21.41,194,19.2,0.72,0.39,Urea,7.445671248,21.86242725,233.4718132,81.16518941,0.47374772
BlackSoil,Cotton,14.84,78.97,9.18,6.06,238,86.49,0.25,1.08,28-28,7.727469009,16.03666996,160.8512694,28.48381971,0.461590134
BlackSoil,Cotton,14.82,78.97,8.91,11.24,340,14.79,0.46,0.4,DAP,7.828290318,21.52398651,186.1175523,56.13394502,0.506018077
BlackSoil,Sunflower,14.84,78.97,8.32,24.37,342,56.31,0.81,0.67,17-17-17,7.720298843,28.86965749,240.8004922,97.54045863,0.577280699
BlackSoil,Sunflower,14.84,78.97,8.82,6.34,287,21.2,0.34,0.4,Urea,7.768155926,17.7753822,159.9468129,37.82897856,0.468198909
BlackSoil,Cotton,14.86,78.96,8.95,8.24,319,15.71,0.4,0.45,28-28,7.808073433,19.78465424,174.358461,47.08926089,0.485498028
BlackSoil,Cotton,14.85,78.96,8.5,34.53,244,103.08,0.76,0.71,Urea,7.566160355,25.92165716,257.5942662,98.25952979,0.577938481
BlackSoil,Cotton,14.85,78.96,8.73,19.9,291,55.59,0.57,0.57,DAP,7.707702675,22.88298443,212.1919395,70.89416145,0.529852895
BlackSoil,Cotton,14.84,78.97,8.95,8.12,312,14.63,0.4,0.47,20-20,7.793704797,19.54349872,174.1071102,46.63597563,0.481301818
BlackSoil,Sunflower,14.85,78.96,8.2,35.36,302,52.03,0.93,0.54,17-17-17,7.599462514,29.73636246,270.9348336,116.0250365,0.595009189
BlackSoil,Cotton,14.85,78.97,8.71,11.28,159,42.05,0.63,0.56,DAP,7.41273079,19.58991087,205.4844579,61.85947758,0.432580261
BlackSoil,Cotton,14.83,78.97,8.75,16.71,174,28.2,0.64,0.47,Urea,7.436942936,19.95118758,215.6836784,68.64082924,0.451874416
BlackSoil,Cotton,14.83,78.97,8.53,36.64,253,90.32,0.73,0.69,20-20,7.592253661,25.37726582,256.9023609,98.04480486,0.583906406
BlackSoil,Cotton,14.83,78.94,8.07,31.32,252,14.54,0.6,0.22,28-28,7.610696707,21.24516148,213.8304884,79.50878213,0.545607103
BlackSoil,Cotton,14.84,78.95,8.28,21.47,324,77.3,0.79,0.72,14-35-14,7.697795814,28.38289136,233.6310752,92.02851473,0.567638022
BlackSoil,Sunflower,14.82,78.97,8.33,22.52,242,21.53,0.57,0.36,Urea,7.59983931,20.56692007,203.4053225,69.28252407,0.509365824
BlackSoil,Cotton,14.84,78.96,8.18,6.84,277,10.93,0.4,0.27,DAP,7.722077443,18.25924351,150.8265522,40.64223054,0.473033618
BlackSoil,Cotton,14.84,78.97,8.34,2.37,320,11.99,0.31,0.23,20-20,7.839897529,17.97840762,135.9506577,31.15860143,0.476436248
BlackSoil,Cotton,14.84,78.97,8.93,6.4,176,53.05,0.3,0.58,28-28,7.573621353,14.27731109,159.4359799,29.26855889,0.424685554
BlackSoil,Cotton,14.84,78.97,8.65,33.02,145,100.28,0.68,0.91,DAP,7.39790036,21.31952731,248.2428987,85.39228006,0.521149166
BlackSoil,Cotton,14.84,78.97,8.8,15.65,910,29.79,0.59,0.63,Urea,8.920482609,41.98757996,208.6534445,99.43649711,0.80431997
BlackSoil,Cotton,14.83,78.97,8.55,17.42,274,127.12,0.81,1.17,14-35-14,7.605712948,28.30477589,240.2548369,88.75863848,0.543843357
BlackSoil,Sunflower,14.83,78.97,8.95,5.16,203,24.38,0.29,0.45,28-28,7.620547696,14.32115909,155.0071168,28.63155021,0.422404402
BlackSoil,Cotton,14.83,78.97,6.76,2.94,80,3.16,0.21,0.09,Urea,7.397760684,8.227337404,79.49456112,4.504596368,0.388196537
BlackSoil,Cotton,14.83,78.95,6.1,4.1,36,2.05,0.16,0.03,14-35-14,7.329542129,5.808891215,56.38890918,-3.769482558,0.382605897
BlackSoil,Cotton,14.83,78.97,6.5,21.34,63,5.54,0.19,0.14,DAP,7.382489272,7.339799666,98.74510975,17.69196511,0.446784913
BlackSoil,Sunflower,14.84,78.97,5.11,2.99,27,4.47,0.12,0.05,17-17-17,7.32712762,4.692039142,22.25802466,-12.83560971,0.393900479
BlackSoil,Sunflower,14.84,78.97,7.9,9.84,118,6.15,0.62,0.17,DAP,7.321736138,17.23715538,177.6293927,54.35946901,0.409419674
BlackSoil,Cotton,14.84,78.97,7.17,5.37,30,1.54,0.17,0.05,20-20,7.314307558,5.955986822,88.97645533,2.318105592,0.363816356
BlackSoil,Cotton,14.83,78.98,8.2,39.82,147,9.24,1.11,0.22,14-35-14,7.209976158,27.32484829,300.0316265,128.7897633,0.518566256
BlackSoil,Cotton,14.83,78.94,8.03,11.93,51,4.25,0.13,0.12,28-28,7.375896878,6.055758376,117.510451,9.214779089,0.380784639
BlackSoil,Cotton,14.83,78.94,8.4,14.72,94,1.62,0.21,0.1,Urea,7.431549362,8.875096769,142.7784397,22.60628334,0.402981579
BlackSoil,Cotton,14.83,78.94,8.21,29.21,238,7.29,0.82,0.2,DAP,7.495215569,24.74842446,243.9334902,97.34134837,0.526473843
BlackSoil,Cotton,14.83,78.94,6.9,8.87,86,3.42,0.31,0.11,14-35-14,7.374883166,10.29240329,106.3105551,19.84319508,0.408279523
BlackSoil,Cotton,14.83,78.97,8.3,42.05,251,9.92,0.77,0.28,20-20,7.548121488,24.29723569,259.9269077,105.5982898,0.574711497
BlackSoil,Sunflower,14.85,78.97,9.05,9.03,99,447.88,0.37,25.2,28-28,7.531940256,21.6602873,199.2711172,34.71782044,0.543513336
BlackSoil,Cotton,14.84,78.96,8.54,17.76,134,61.97,0.45,1.08,Urea,7.442133822,15.88001547,187.6278799,49.61845632,0.452699083
BlackSoil,Cotton,14.85,78.97,9.78,28.81,112,53.24,0.5,1.05,14-35-14,7.382317525,16.11863462,245.2320916,68.19365529,0.452351256
RedSoil,Maize,14.73,78.98,8.6,22.94,231,19.84,0.68,0.37,28-28,7.535619515,22.26532963,226.3577494,80.1617292,0.49977125
RedSoil,Cotton,14.75,79.01,8.32,8.04,346,10.66,0.6,0.21,20-20,7.783616636,24.12664632,183.8130001,63.77222324,0.507712368
RedSoil,Cotton,14.75,79.01,8.16,22.81,236,115.9,0.62,1.62,Urea,7.601676978,23.30424782,211.5005768,73.08959393,0.546344583
RedSoil,Cotton,14.75,79.01,8.32,43.02,400,20.76,0.57,0.4,DAP,7.925211168,25.46939242,235.3413309,95.79236713,0.653796468
RedSoil,Cotton,14.75,79.01,8.55,17.44,232,25.83,0.65,0.32,17-17-17,7.548114503,21.8619373,212.5911498,72.25217404,0.485198023
RedSoil,Sunflower,14.75,79.01,8.31,7.35,96,166.74,0.39,2.66,28-28,7.42000604,15.79794049,162.8424853,31.85528477,0.443725211
RedSoil,Vegetables,14.75,79.01,8.5,12.08,133,10.33,0.5,0.22,Urea,7.400053819,15.66139587,181.4284504,48.71879588,0.414537498
RedSoil,Cotton,14.75,79.01,8,12.44,344,13.7,0.84,0.21,20-20,7.691519027,28.52596379,214.9064433,88.11842595,0.528455518
RedSoil,Vegetables,14.75,79.01,8.51,13.8,151,9.81,0.51,0.62,17-17-17,7.432817863,16.39747221,185.7422498,52.12339341,0.428577617
RedSoil,Sunflower,14.74,78.01,8.02,9.92,345,32.69,1.05,0.5,DAP,7.618567658,32.85597002,241.2388154,104.9226213,0.527397878
RedSoil,Vegetables,14.74,78.01,8.41,32.59,134,29.57,0.82,0.37,Urea,7.297851445,22.01725817,256.0099337,96.14848847,0.492069239
RedSoil,Cotton,14.74,78.01,8.32,47.58,226,13.81,0.79,0.28,20-20,7.495127209,23.97543028,272.1283567,111.3336026,0.582067881
RedSoil,Cotton,14.74,78.01,8.25,14.25,172,50.91,0.65,0.93,28-28,7.435665814,20.48644247,200.822366,65.17514662,0.460647892
RedSoil,Cotton,14.73,79.01,8.3,14.04,146,27.55,0.62,0.22,10-26-26,7.38717025,18.62774914,196.4131801,61.19697072,0.437582788
RedSoil,Cotton,14.75,79.01,8.68,21.85,161,42.47,0.6,0.46,Urea,7.434105216,19.10120205,217.2260901,68.81947214,0.469352858
RedSoil,Cotton,14.75,79.01,8.69,19.29,451,10.05,0.91,0.19,DAP,7.880209364,33.17912398,253.8879464,108.7575921,0.588771407
RedSoil,Cotton,14.75,79.01,8.78,13.67,229,9.34,0.81,0.23,20-20,7.473305101,24.41201072,233.8220046,84.03967291,0.460703812
RedSoil,Cotton,14.75,79.01,9.2,28.51,187,60.58,0.63,0.58,14-35-14,7.484321635,20.93239356,247.0636624,81.01126065,0.501234524
RedSoil,Cotton,14.74,78.98,8.87,39.49,200,53.57,0.78,0.76,10-26-26,7.45654485,23.91527242,275.3755619,103.9511584,0.547459373
RedSoil,Cotton,14.75,79.01,9.44,27.52,224,41.65,0.59,0.7,20-20,7.566106171,20.97384626,245.5142317,79.26833181,0.504221628
RedSoil,Vegetables,14.75,79.01,8.3,31.99,164,10.21,0.76,0.23,28-28,7.373404638,21.40890393,242.7513205,91.20114632,0.49931117
RedSoil,Cotton,14.75,79.01,8.38,22.53,144,16.25,0.82,0.31,Urea,7.307613092,22.03856656,238.5902357,87.29053365,0.459027059
RedSoil,Cotton,14.75,79.01,8.57,6.58,204,10.8,0.47,0.16,28-28,7.549921953,17.33750149,170.6230556,44.72509405,0.429526536
RedSoil,Cotton,14.75,79.01,8.61,34.62,333,13.47,0.65,0.24,Urea,7.754230132,24.75121139,240.5462136,93.20418385,0.585320725
RedSoil,Cotton,14.75,79.01,8.11,23.17,268,50.56,0.7,1.21,DAP,7.612380029,24.37356706,217.8304057,82.02001095,0.539202806
BlackSoil,Cotton,14.84,78.98,8.7,18.4,138,21.29,0.5,0.56,14-35-14,7.41726882,16.0819879,197.4750076,55.5669828,0.438369031
BlackSoil,Cotton,14.84,78.98,8.35,19.57,162,29.17,0.42,0.84,28-28,7.498925064,15.46474803,179.2884113,49.17340914,0.46336868
BlackSoil,Cotton,14.84,78.98,8.15,16.88,239,4.32,0.39,0.18,20-20,7.653501178,16.74443981,164.055801,46.96303759,0.486019443
BlackSoil,Cotton,14.84,78.98,8.71,12.31,154,41.37,0.39,0.73,10-26-26,7.494697628,14.97544158,174.3220338,40.86081442,0.433321225
BlackSoil,Cotton,14.84,78.98,8.45,19.15,175,61.59,0.55,0.81,DAP,7.486185775,18.98700562,200.9753563,61.58186309,0.478691454
BlackSoil,Cotton,14.84,78.97,8.46,55.18,215,290.41,0.64,3.51,14-35-14,7.630489421,26.807609,283.4678239,104.7680992,0.704172987
BlackSoil,Cotton,14.84,78.97,9.02,54.2,1317,56.68,0.6,1.36,Urea,9.756987639,55.45712515,278.2432951,156.5422448,1.13540808
BlackSoil,Cotton,14.84,78.97,8.5,13.28,247,24.79,0.65,0.52,DAP,7.575318006,22.29930609,204.6186787,68.97042572,0.479186479
BlackSoil,Cotton,14.84,78.97,8.52,18.84,207,54.45,0.52,0.79,20-20,7.55866349,19.285373,197.8950091,60.43637938,0.489145585
BlackSoil,Cotton,14.84,78.97,8.65,8.66,166,24.29,0.4,0.62,28-28,7.506837942,15.15910051,167.3139532,38.76354829,0.421658676
BlackSoil,Cotton,14.84,78.97,8.63,14.17,149,17.56,0.15,0.45,14-35-14,7.569105803,9.853027628,140.9387003,20.30100106,0.429541586
BlackSoil,Cotton,14.84,78.97,8.42,13.82,199,26.4,0.5,0.61,10-26-26,7.537903327,18.04945171,182.9095223,53.22837696,0.459841031
BlackSoil,Cotton,14.84,78.97,8.35,55.92,192,278.59,0.72,2.94,Urea,7.550506074,27.30284,291.8546302,111.1085159,0.693063136
BlackSoil,Cotton,14.84,78.97,8.45,41.5,196,60.89,0.57,0.92,10-26-26,7.532362937,19.99633015,238.8281878,84.91982128,0.562782985
BlackSoil,Cotton,14.83,78.97,7.8,12.15,183,13.21,0.37,0.36,DAP,7.550189086,14.76852178,144.8307388,36.65987784,0.453089349
BlackSoil,Cotton,14.83,78.97,8.65,17.14,146,48.49,0.54,0.92,14-35-14,7.426655695,17.64764016,201.1580508,58.21836348,0.449295822
BlackSoil,Cotton,14.83,78.97,8.68,4.65,188,15.3,0.27,0.41,10-26-26,7.594906952,13.24866308,143.5682099,24.53183232,0.415032954
BlackSoil,Cotton,14.83,78.97,8.46,9.63,222,17.17,0.36,0.4,Urea,7.631596279,15.98132856,157.7757642,38.01680296,0.452824901
BlackSoil,Cotton,14.83,78.97,8.1,6.26,246,27.02,0.39,0.75,14-35-14,7.669466465,17.44175506,147.2942554,37.36372704,0.463686525
BlackSoil,Cotton,14.84,78.97,8.06,6.42,260,28.59,0.63,0.7,28-28,7.606369263,22.34961947,179.2868991,59.73394896,0.472334034
RedSoil,Cotton,14.82,78.97,8.25,9.69,187,30.33,0.55,0.61,10-26-26,7.494040377,18.66051541,178.8127803,52.68709841,0.44497438
BlackSoil,Cotton,14.83,78.97,8.3,9.59,235,17.54,0.35,0.43,Urea,7.661385966,16.18505616,151.9954224,37.06851946,0.462102343
BlackSoil,Cotton,14.83,78.97,8.5,10.66,177,52.25,0.36,0.98,DAP,7.554775405,15.33815881,162.5215744,36.91637884,0.447007802
BlackSoil,Cotton,14.83,78.97,8.55,17.15,141,14.88,0.18,0.35,20-20,7.542446075,10.09000012,147.3778153,25.03193137,0.436033888
BlackSoil,Cotton,14.83,78.97,7.81,9.17,155,18.91,0.31,0.37,,7.517710799,12.90921891,132.5597203,27.16940128,0.431616389
BlackSoil,Cotton,14.83,78.97,8.55,1.66,134,4.9,0.18,0.26,,7.516558343,9.657991511,122.4283922,10.48080234,0.377444658
BlackSoil,Cotton,14.83,78.97,8.85,14.73,307,34.27,0.42,0.77,,7.7865563,20.16437254,185.6390474,53.85884145,0.510125568
BlackSoil,Cotton,14.84,78.98,8.3,5.29,128,26.87,0.23,0.45,,7.495143603,10.83082049,129.3984773,17.02897236,0.399565839
RedSoil,Cotton,14.84,78.97,8.55,13.46,153,16.55,0.48,0.48,,7.450394429,16.05473895,182.5983221,49.35854101,0.430226822
BlackSoil,Cotton,14.84,78.98,8.1,36.6,267,262.68,0.6,3.18,,7.729418071,27.03792896,237.3287962,85.2081486,0.663860145
BlackSoil,Cotton,14.82,78.99,8.88,12.13,240,86.37,0.59,0.82,,7.604991334,22.34751815,208.5792126,63.67947584,0.488243759
BlackSoil,Cotton,14.82,78.99,9.68,8.32,177,43.7,0.42,1.12,,7.527632186,16.44198581,198.7927085,44.95079038,0.414046414
BlackSoil,Cotton,14.82,78.99,9.71,7.41,178,66.51,0.28,1.22,,7.590451114,14.37431145,180.4017402,31.62874463,0.419594555
BlackSoil,Cotton,14.82,78.99,9.67,4.68,157,22.08,0.29,1,,7.527956718,12.94676311,173.8040309,28.8379188,0.384275592
BlackSoil,Cotton,14.82,78.99,8.45,11.42,210,118.6,0.44,1.44,,7.613316314,19.2626027,177.1074082,46.26271941,0.49157664
BlackSoil,Cotton,14.81,78.99,8.91,8.52,341,16.25,0.46,0.41,,7.829293187,21.58643726,181.92255,53.68810719,0.498026339
BlackSoil,Cotton,14.81,78.98,8.55,34.06,246,117.43,0.7,0.65,,7.597750588,25.18808466,250.8669804,92.70346185,0.581853609
BlackSoil,Cotton,14.81,78.98,8.5,30.9,236,15.23,0.73,0.79,,7.529259375,23.23312699,242.7022745,91.82544989,0.52872867
BlackSoil,Cotton,14.82,78.99,8.97,11.52,326,115.53,0.42,0.39,,7.850756037,22.51654011,188.5754994,52.32979782,0.537225378
BlackSoil,Cotton,14.82,78.98,8.45,38.2,235,101.1,0.7,0.78,Urea,7.572476859,24.48041022,253.7009119,95.55839213,0.585944229
BlackSoil,Cotton,14.82,78.98,8.52,39.3,250,102.26,0.69,0.68,DAP,7.607145518,24.79769378,256.0483294,96.68086417,0.595994242
BlackSoil,Cotton,14.82,78.98,8.92,10.56,322,16.06,0.41,0.46,14-35-14,7.811621267,20.06628258,178.5730356,50.14750499,0.495342319
BlackSoil,Cotton,14.82,78.98,8.51,36.93,237,106.06,0.79,0.7,28-28,7.543133208,26.32457959,265.9092868,102.8702557,0.583459736
BlackSoil,Cotton,14.82,78.98,8.56,7.75,152,56.5,0.5,0.8,Urea,7.451480737,17.25213181,178.9300953,45.92061421,0.425739807
BlackSoil,Cotton,14.82,78.98,8.44,15.42,198,315.37,0.67,2.15,17-17-17,7.572041729,27.36597374,225.9024425,70.09712682,0.5737898
BlackSoil,Cotton,14.82,78.98,8.45,5.45,185,143.76,0.55,1.41,20-20,7.527035509,21.06049545,184.1790086,49.50610619,0.469190302
BlackSoil,Cotton,14.82,78.98,8.58,4.86,179,112.27,0.56,0.97,Urea,7.500046043,20.40294328,186.3456323,50.098832,0.449976682
BlackSoil,Cotton,14.82,78.98,8.9,3.1,175,85.9,0.5,0.72,28-28,7.504880674,18.6496118,182.6124564,44.15362522,0.426252476
BlackSoil,Cotton,14.72,79,9.05,26.77,196,35.19,0.56,0.51,14-35-14,7.519190238,19.34959901,229.2042452,72.92330231,0.492985661
BlackSoil,Sunflower,14.72,79.01,9.04,1.66,128,21.86,0.02,1.02,DAP,7.571553369,6.945186054,114.9784973,-2.303868899,0.371849904
BlackSoil,Cotton,14.72,79,9.32,1.25,122,11.11,0.11,0.56,17-17-17,7.521320064,8.236167398,133.6451051,6.291308218,0.358301625
BlackSoil,Cotton,14.73,79.01,8.8,7.18,162,21.16,0.25,0.31,Urea,7.554223344,12.21219074,148.4404555,24.25310954,0.410832684
BlackSoil,Cotton,14.73,79.01,8.02,1,97,664.03,0.29,27.5,28-28,7.628974948,24.59802642,160.0795403,15.87006876,0.616954369
BlackSoil,Cotton,14.73,79.01,8.93,0.91,125,4.91,0.29,0.29,DAP,7.456265043,11.47155964,146.6459151,20.82828075,0.363532035
BlackSoil,Cotton,14.72,79,9.28,0.72,122,2.85,0.2,0.19,17-17-17,7.483822424,9.719634032,143.5180778,13.7807956,0.354156695
BlackSoil,Cotton,14.73,79.01,7.07,0.67,141,4.38,0.28,0.05,Urea,7.491602519,11.49566672,94.01952277,12.99153692,0.404885584
BlackSoil,Sunflower,14.73,79.01,8.55,0.9,128,20.67,0.34,0.17,28-28,7.448609091,12.77209645,143.9750066,23.95502414,0.377992702
BlackSoil,Sunflower,14.73,79.01,8.65,17.35,478,12.51,0.69,0.28,Urea,8.017675466,29.99291914,219.8694781,88.25070853,0.597078398
BlackSoil,Sunflower,14.73,79.01,8.88,24.92,178,34.4,0.53,0.53,DAP,7.49353313,18.19120069,217.5068889,66.94637251,0.480994458
BlackSoil,Cotton,14.73,79.01,7.43,1.42,125,4.05,0.23,0.08,20-20,7.479143501,10.11817877,98.2015163,9.825527652,0.392806837
BlackSoil,Cotton,14.74,79.01,9.08,1.58,189,63.94,0.26,1.45,17-17-17,7.615880958,14.19738094,151.1268771,22.47313011,0.416314328
BlackSoil,Cotton,14.73,79.01,8.98,0.67,90,5.07,0.14,0.19,DAP,7.443787232,7.61486481,127.179854,5.532180281,0.344922489
BlackSoil,Sunflower,14.73,79.01,8.77,7.24,173,11.67,0.28,0.54,Urea,7.561407628,12.90229455,151.2579854,27.43884767,0.413319164
BlackSoil,Cotton,14.72,79.01,8.15,4.36,170,8.99,0.29,0.23,20-20,7.549112966,12.84402818,130.984541,23.05521871,0.412826438
BlackSoil,Cotton,14.73,79.01,9.22,0.9,119,51.97,0.05,1.01,28-28,7.552212476,7.892978982,124.5408053,-0.00444505,0.37303032
BlackSoil,Cotton,14.74,79.01,8.88,0.79,98,2.35,0.12,0.16,14-35-14,7.466461202,7.420400427,121.7484246,3.823243486,0.350023446
BlackSoil,Sunflower,14.72,79,8.35,5.14,124,33.75,0.25,0.51,Urea,7.481853729,11.23159848,133.6565899,18.70498394,0.398808192
BlackSoil,Cotton,14.72,79,8.7,1.86,130,5.21,0.11,0.29,DAP,7.535528957,8.266241664,117.3119099,4.744064008,0.373498879
RedSoil,Cotton,14.92,79.06,8,5.17,75,33.21,0.48,0.97,20-20,7.29641302,13.90080774,155.482552,35.71341223,0.381494438
RedSoil,Millets,14.93,79.06,7.92,7.21,154,18.17,1.5,1.12,28-28,7.06027429,34.91433276,294.7942804,133.3531544,0.422299117
RedSoil,Cotton,14.9,79.04,7.85,5.75,109,79.38,0.22,2.48,DAP,7.479599917,11.11280832,119.4956262,13.8014212,0.42016396
RedSoil,Cotton,14.9,79.04,8.46,20.08,100,29.9,0.62,0.77,Urea,7.299768741,17.26948112,210.426928,65.12652208,0.433277934
RedSoil,Cotton,14.91,79.04,7.96,27.13,112,33.47,0.55,0.92,14-35-14,7.355465062,16.34889429,198.5053238,63.83739136,0.473144802
SandySoil,Cotton,14.91,79.05,8.65,35.09,248,35.29,0.71,0.9,28-28,7.570019148,23.68904559,251.8289052,95.05343128,0.553256657
RedSoil,Millets,14.92,79.05,7.54,20.55,127,202.07,0.45,5.3,Urea,7.478278926,18.51708425,172.7905465,47.80366253,0.530262348
RedSoil,Millets,14.93,79.06,8.1,7.7,75,11.46,0.27,0.35,14-35-14,7.370403377,9.560669458,132.2869603,19.45109839,0.379790956
RedSoil,Cotton,14.92,79.06,8.11,6.22,118,11.76,0.51,0.65,DAP,7.363670164,15.35188846,162.9927697,41.94049482,0.395621691
SandySoil,Millets,14.9,79.04,8.02,12.68,115,24.53,0.65,0.66,17-17-17,7.312245518,18.11130599,190.5360471,60.01327259,0.422126534
SandySoil,Cotton,14.92,79.04,8,17.02,144,62.95,0.77,1.04,DAP,7.339850355,22.05741914,215.4144924,76.18447215,0.465501689
RedSoil,Sunflower,14.9,79.05,7.83,20.72,154,248.27,1.03,1.78,20-20,7.326771127,31.13202405,262.7928378,102.8897716,0.556007331
SandySoil,Millets,14.93,79.05,8.05,7.16,120,29.86,0.55,0.63,14-35-14,7.35917266,16.53405261,169.3367965,46.27529122,0.407684794
